duration,max memory,init duration,lang
501.49,82,400.42,python
142.45,82,,python
1074.39,82,268.95,typescript
248.45,82,,typescript
248.04,83,,typescript
1006.31,82,291.9,typescript
222.28,83,,typescript
256.37,83,,typescript
951.43,82,270.14,typescript
225.72,82,,typescript
227.04,83,,typescript
302.27,84,,typescript
200.81,84,,typescript
248.03,85,,typescript
1003.2,82,275.02,typescript
223.22,82,,typescript
241.82,83,,typescript
1071.2,82,282.14,typescript
213.72,82,,typescript
220.39,83,,typescript
1011.24,82,282.21,typescript
263.44,82,,typescript
237.14,83,,typescript
967.88,82,267.85,typescript
201.25,82,,typescript
229.71,83,,typescript
984.24,82,266.04,typescript
203.71,83,,typescript
249.15,83,,typescript
967.52,82,278.02,typescript
218.45,82,,typescript
222.78,83,,typescript
988.63,82,277.05,typescript
214.34,83,,typescript
214.01,83,,typescript
982.94,82,255.58,typescript
208.57,82,,typescript
219.02,83,,typescript
1007.8,82,326.1,typescript
228.29,82,,typescript
224.75,83,,typescript
994.69,82,263.36,typescript
199.8,82,,typescript
222.39,83,,typescript
999.38,82,274.55,typescript
247.85,82,,typescript
209.06,83,,typescript
988.44,82,273.38,typescript
242.36,83,,typescript
233.94,83,,typescript
968.9,81,292.52,typescript
222.17,82,,typescript
231.23,82,,typescript
952.65,81,260.3,typescript
213.2,82,,typescript
227.77,83,,typescript
1003.1,82,270.42,typescript
217.72,82,,typescript
992.28,82,281.49,typescript
234.17,82,,typescript
206.58,83,,typescript
1030.52,82,287.04,typescript
246.84,82,,typescript
282.12,83,,typescript
979.35,82,270.21,typescript
298.19,82,,typescript
236.02,83,,typescript
